centre,heading,left_centre,left_angle,right_centre,right_angle,tracked
"(850.6676122931442, 579.79007092198583)",-0.451591793091,"(884.02302302302292, 552.75175175175173)",-0.21709233964,"(892.77412935323377, 570.22786069651738)",-0.704719929497,True
"(850.64447731755422, 579.72041420118342)",-0.450009375582,"(884.01524390243901, 552.77134146341461)",-0.217516200015,"(892.80357142857144, 570.18353174603169)",-0.702836521024,True
"(850.64447731755422, 579.72041420118342)",-0.450009375582,"(884.01524390243901, 552.77134146341461)",-0.217516200015,"(892.80357142857144, 570.18353174603169)",-0.702836521024,True
"(850.81936416184976, 579.6103082851638)",-0.448774035886,"(884.07946336429302, 552.84004127966966)",-0.198257650995,"(892.77544910179643, 570.16067864271452)",-0.673155785998,True
"(850.85212298682279, 579.69009272816004)",-0.451596012971,"(884.2157464212678, 552.77811860940687)",-0.192738507203,"(892.78402366863907, 570.08185404339247)",-0.694538108434,True
"(850.85212298682279, 579.69009272816004)",-0.451596012971,"(884.2157464212678, 552.77811860940687)",-0.192738507203,"(892.78402366863907, 570.08185404339247)",-0.694538108434,True
"(850.99625993454879, 579.66806919121086)",-0.451307168369,"(884.43437500000005, 552.78020833333335)",-0.182732273112,"(892.80882352941171, 570.08431372549012)",-0.648678342944,True
"(850.58019323671488, 579.74734299516899)",-0.450299625626,"(884.19959473150948, 552.73556231003045)",-0.214860278846,"(892.94610778443109, 570.02594810379242)",-0.666160402505,True
"(850.58019323671488, 579.74734299516899)",-0.450299625626,"(884.19959473150948, 552.73556231003045)",-0.214860278846,"(892.94610778443109, 570.02594810379242)",-0.666160402505,True
"(850.74020319303338, 579.63522012578608)",-0.449197923777,"(884.23464249748224, 552.70392749244718)",-0.227703716527,"(893.00892857142856, 570.04365079365073)",-0.694997659259,True
"(850.70295113691327, 579.8364779874214)",-0.454858279074,"(884.26016260162601, 552.63922764227641)",-0.214371872385,"(893.00295857988169, 569.93491124260356)",-0.672661317786,True
"(850.70295113691327, 579.8364779874214)",-0.454858279074,"(884.26016260162601, 552.63922764227641)",-0.214371872385,"(893.00295857988169, 569.93491124260356)",-0.672661317786,True
"(850.99238095238093, 579.73190476190473)",-0.45545038617,"(884.21881390593046, 552.71370143149284)",-0.179104454255,"(892.91764705882349, 569.94117647058829)",-0.663842565383,True
"(850.77681159420285, 579.79903381642509)",-0.454583613299,"(884.26789366053163, 552.67689161554188)",-0.189256070253,"(892.96706586826349, 569.93413173652698)",-0.667766534799,True
"(850.77681159420285, 579.79903381642509)",-0.454535554593,"(884.26789366053163, 552.67689161554188)",-0.189256070253,"(893.05722891566268, 569.89457831325296)",-0.666469772777,True
"(850.95745675549313, 579.55306217858811)",-0.45127568741,"(884.35190918472642, 552.69040247678015)",-0.206624776825,"(892.98520710059177, 569.86390532544374)",-0.676187534561,True
"(851.06107226107224, 579.5664335664336)",-0.45249821509,"(884.47169811320759, 552.63417190775681)",-0.183395446218,"(892.86286286286281, 569.93493493493486)",-0.670582599722,True
"(851.06107226107224, 579.5664335664336)",-0.45249821509,"(884.47169811320759, 552.63417190775681)",-0.183395446218,"(892.86286286286281, 569.93493493493486)",-0.670582599722,True
"(851.33014135886901, 579.28454172366617)",-0.450513705102,"(884.33964248159816, 552.6130389064142)",-0.126504641848,"(892.96126401630988, 569.85321100917429)",-0.66996640599,True
"(851.4784205693295, 579.3737373737373)",-0.45488455347,"(884.5804046858359, 552.45473908413203)",-0.166680609447,"(893.00101317122585, 569.79432624113474)",-0.646555315139,True
"(851.4784205693295, 579.3737373737373)",-0.45488455347,"(884.5804046858359, 552.45473908413203)",-0.166680609447,"(893.00101317122585, 569.79432624113474)",-0.646555315139,True
"(851.31728045325781, 579.51652502360707)",-0.456089910496,"(884.51612903225805, 552.42795698924726)",-0.186028687184,"(892.98170731707319, 569.8780487804878)",-0.658269502882,True
"(851.53792134831463, 579.43679775280896)",-0.454696660086,"(884.53862433862423, 552.51111111111106)",-0.186907589428,"(893.04790419161679, 569.93712574850304)",-0.657661968214,True
"(851.53792134831463, 579.43679775280896)",-0.454696660086,"(884.53862433862423, 552.51111111111106)",-0.186907589428,"(893.04790419161679, 569.93712574850304)",-0.657661968214,True
"(851.18949435444279, 579.59695630829651)",-0.45434433385,"(884.52708333333317, 552.56354166666665)",-0.213699644939,"(893.07849133537195, 569.88786952089697)",-0.641304340131,True
"(851.16738816738814, 579.57671957671948)",-0.453522187202,"(884.56948798328096, 552.56739811912223)",-0.181720193007,"(893.16358024691363, 569.83641975308637)",-0.662929349194,True
"(851.16738816738814, 579.57671957671948)",-0.453522187202,"(884.56948798328096, 552.56739811912223)",-0.181720193007,"(893.16358024691363, 569.83641975308637)",-0.662929349194,True
"(851.14486434108517, 579.56298449612405)",-0.453788732403,"(884.59362139917687, 552.50823045267487)",-0.188593532557,"(893.06325301204822, 569.85843373493981)",-0.658779370254,True
"(851.15324548560272, 579.72669594924355)",-0.456988172337,"(884.64323748668789, 552.48668796592108)",-0.171819572066,"(893.12037037037032, 569.8641975308642)",-0.676584447364,True
"(851.04972919743966, 579.79025110782868)",-0.456033091381,"(884.64323748668789, 552.48668796592108)",-0.171819572066,"(893.34683281412242, 569.86812045690544)",-0.700420328637,True
"(851.09671084928812, 579.77761413843893)",-0.456254442085,"(884.64323748668789, 552.48668796592108)",-0.171819572066,"(893.34683281412242, 569.86812045690544)",-0.700420328637,True
"(851.34422348484838, 579.57339015151513)",-0.453533967112,"(884.7348008385743, 552.4905660377359)",-0.176739706646,"(893.35706914344678, 569.90299277605777)",-0.707483827537,True
"(850.97341211226001, 579.78483505662234)",-0.455430787819,"(884.59872611464971, 552.44692144373664)",-0.187787965726,"(893.37888198757764, 569.88509316770183)",-0.707967337979,True
"(850.97341211226001, 579.78483505662234)",-0.455430787819,"(884.59872611464971, 552.44692144373664)",-0.187787965726,"(893.37888198757764, 569.88509316770183)",-0.707967337979,True
"(851.19873663751207, 579.59135082604462)",-0.45421452264,"(884.58895705521468, 552.52760736196319)",-0.185702937131,"(893.20871327254292, 569.83991894630185)",-0.675997384392,True
"(851.31820400195204, 579.52025378233282)",-0.454626471406,"(884.57354497354481, 552.42751322751315)",-0.171316433545,"(893.31062951496381, 569.83384932920535)",-0.684475843594,True
"(851.16395864106346, 579.57902511078282)",-0.454704966405,"(884.57354497354481, 552.42751322751315)",-0.171316433545,"(893.3125649013499, 569.7923156801661)",-0.671775968257,True
"(851.28972868217045, 579.48643410852708)",-0.454678975882,"(884.51572327044028, 552.39308176100633)",-0.150789183542,"(893.26522187822491, 569.81836945304428)",-0.66493609074,True
"(851.21995133819951, 579.52992700729931)",-0.455465430624,"(884.51572327044028, 552.39308176100633)",-0.150789183542,"(893.21875, 569.78645833333326)",-0.673272598389,True
"(851.61338991041953, 579.35313531353131)",-0.455608790765,"(884.52187500000002, 552.37604166666665)",-0.170419578975,"(893.24512820512814, 569.80615384615385)",-0.684468697286,True
"(851.17699115044252, 579.55358898721727)",-0.454287163245,"(884.50925925925924, 552.5)",-0.202172835565,"(893.15794871794867, 569.82769230769236)",-0.673616190319,True
"(851.07035928143716, 579.64471057884225)",-0.455575514811,"(884.68874868559408, 552.39011566771819)",-0.190188709943,"(893.19401444788434, 569.78947368421052)",-0.663046796335,True
"(851.07035928143716, 579.64471057884225)",-0.455575514811,"(884.68874868559408, 552.39011566771819)",-0.190188709943,"(893.19401444788434, 569.78947368421052)",-0.663046796335,True
"(851.37080291970801, 579.61070559610698)",-0.456559592509,"(884.78296988577358, 552.34475597092421)",-0.206614544478,"(893.24949494949487, 569.89595959595954)",-0.672231762488,True
"(851.37542331881946, 579.52830188679241)",-0.455504111626,"(884.72344900105145, 552.34279705573078)",-0.200052931134,"(893.26482617586908, 569.8578732106339)",-0.689046965258,True
"(851.37542331881946, 579.52830188679241)",-0.455504111626,"(884.72344900105145, 552.34279705573078)",-0.200052931134,"(893.26482617586908, 569.8578732106339)",-0.689046965258,True
"(851.49785407725324, 579.40581783500238)",-0.454517551667,"(884.63655244029064, 552.31048805815158)",-0.176460582133,"(893.3790650406504, 569.84349593495926)",-0.698495857832,True
"(851.15124378109442, 579.56716417910445)",-0.453969268893,"(884.71443406022843, 552.35098650051918)",-0.176232232501,"(893.36119711042295, 569.80908152734776)",-0.722255163193,True
"(851.15124378109442, 579.56716417910445)",-0.453969268893,"(884.71443406022843, 552.35098650051918)",-0.176232232501,"(893.36119711042295, 569.80908152734776)",-0.722255163193,True
"(851.16469428007883, 579.57001972386581)",-0.454520657046,"(884.76102564102553, 552.35282051282047)",-0.177302095332,"(893.407747196738, 569.72884811416918)",-0.678727084922,True
"(851.22319688109155, 579.53557504873288)",-0.455593330149,"(884.70637408568439, 552.2748171368861)",-0.170505944474,"(893.3579487179486, 569.74564102564102)",-0.691381887524,True
"(851.30620155038753, 579.52083333333326)",-0.456582425851,"(884.70637408568439, 552.2748171368861)",-0.170505944474,"(893.36016511867899, 569.70381836945296)",-0.679211661372,True
"(851.57674199623341, 579.46845574387942)",-0.457164612142,"(884.64410256410247, 552.32717948717948)",-0.209009310623,"(893.25074626865671, 569.84278606965165)",-0.675137803254,True
"(851.3731988472623, 579.49279538904898)",-0.456948243428,"(884.65851172273187, 552.29153924566765)",-0.218422605307,"(893.3251783893985, 569.70336391437309)",-0.703403365368,True
"(851.23047064531772, 579.51576904415333)",-0.455782386055,"(884.65851172273187, 552.29153924566765)",-0.218422605307,"(893.36799184505605, 569.69724770642199)",-0.702874021011,True
"(851.34755808440013, 579.33712660028448)",-0.452574728039,"(884.66164658634523, 552.3704819277109)",-0.215443870747,"(893.36144578313258, 569.6767068273092)",-0.69527065385,True
"(851.23006724303548, 579.48991354466864)",-0.456558316098,"(884.67395833333319, 552.23125000000005)",-0.22727086718,"(893.35162601626007, 569.63313008130081)",-0.690641001116,True
"(851.17655571635316, 579.49541726965742)",-0.456242054229,"(884.67395833333319, 552.23125000000005)",-0.22727086718,"(893.31504065040644, 569.63922764227641)",-0.693896343306,True
"(851.30468003820431, 579.45463228271251)",-0.45672236681,"(884.6820987654321, 552.20679012345681)",-0.214236226102,"(893.26197757390401, 569.68501529051991)",-0.676050145823,True
"(851.20660749506897, 579.57199211045361)",-0.457996849709,"(884.6820987654321, 552.20679012345681)",-0.214236226102,"(893.27540650406502, 569.69715447154465)",-0.674573513419,True
"(851.05082212257105, 579.66118584952665)",-0.458373374375,"(884.63871635610758, 552.20807453416148)",-0.215725766389,"(893.32310838445801, 569.68302658486709)",-0.687238022156,True
"(851.12396290873596, 579.60224499755975)",-0.45816640747,"(884.63477366255131, 552.17283950617286)",-0.21750016862,"(893.32525252525249, 569.69292929292931)",-0.674705439773,True
"(851.26382770435623, 579.49632892804698)",-0.457057946824,"(884.63871635610758, 552.20807453416148)",-0.215725766389,"(893.39374999999995, 569.65208333333328)",-0.682283607622,True
"(851.26382770435623, 579.49632892804698)",-0.457057946824,"(884.63871635610758, 552.20807453416148)",-0.215725766389,"(893.39374999999995, 569.65208333333328)",-0.682283607622,True
"(851.34061135371178, 579.43813682678308)",-0.456210203792,"(884.65946502057602, 552.24074074074076)",-0.209295439718,"(893.45296523517368, 569.61860940695294)",-0.668303533371,True
"(851.36189069423926, 579.42097488921718)",-0.456082855134,"(884.65946502057602, 552.24074074074076)",-0.209295439718,"(893.40432098765427, 569.64094650205755)",-0.678262583417,True
"(851.15069860279436, 579.50948103792416)",-0.455940024224,"(884.68415637860073, 552.17283950617286)",-0.198424012977,"(893.44409937888202, 569.66045548654245)",-0.687923544772,True
"(851.35756676557867, 579.43125618199792)",-0.455995481399,"(884.77108433734941, 552.24698795180723)",-0.185495607649,"(893.38509316770183, 569.61387163561074)",-0.691111324625,True
"(851.33777120315574, 579.51873767258382)",-0.457670365086,"(884.69895833333317, 552.16250000000002)",-0.216902636374,"(893.453125, 569.69895833333328)",-0.679100448724,True
"(851.33777120315574, 579.51873767258382)",-0.457670365086,"(884.69895833333317, 552.16250000000002)",-0.216902636374,"(893.453125, 569.69895833333328)",-0.679100448724,True
"(851.6567375886525, 579.3744680851064)",-0.458134982022,"(884.70323928944617, 552.20898641588292)",-0.201844906383,"(893.35975609756099, 569.67886178861784)",-0.677965384367,True
"(851.5291847563916, 579.40569223347802)",-0.456892406455,"(884.69143446852422, 552.20330237358098)",-0.22280681928,"(893.44135802469134, 569.70267489711932)",-0.700995322386,True
"(851.53401360544206, 579.44606413994165)",-0.457809237561,"(884.69143446852422, 552.20330237358098)",-0.22280681928,"(893.44135802469134, 569.70267489711932)",-0.700995322386,True
"(851.45779064158216, 579.44476603955616)",-0.456753591459,"(884.6957424714434, 552.23883696780888)",-0.221086040059,"(893.53292181069946, 569.64094650205755)",-0.695618686672,True
"(851.30436917034854, 579.53853706431016)",-0.457369613094,"(884.7302564102564, 552.22358974358974)",-0.210207861808,"(893.49279835390939, 569.63786008230454)",-0.678079817362,True
"(851.30436917034854, 579.53853706431016)",-0.457369613094,"(884.7302564102564, 552.22358974358974)",-0.210207861808,"(893.49279835390939, 569.63786008230454)",-0.678079817362,True
"(851.35642135642138, 579.57864357864355)",-0.459158449904,"(884.7469512195122, 552.16768292682923)",-0.207084317801,"(893.54396728016354, 569.62372188139057)",-0.671758784676,True
"(851.40371456500475, 579.54496578690123)",-0.458976916554,"(884.68530020703918, 552.18012422360243)",-0.22929325604,"(893.40416666666658, 569.70729166666661)",-0.687479702881,True
"(851.39241752831117, 579.58542589857211)",-0.460163227546,"(884.68530020703918, 552.18012422360243)",-0.22929325604,"(893.40670859538773, 569.66457023060786)",-0.674742029773,True
"(851.53429951690816, 579.48599033816424)",-0.460294315939,"(884.65948717948709, 552.16102564102562)",-0.22189110295,"(893.50408997955003, 569.57770961145184)",-0.647952452374,True
"(851.43338286280334, 579.46012877662201)",-0.45857377484,"(884.65948717948709, 552.16102564102562)",-0.22189110295,"(893.47058823529414, 569.60371517027863)",-0.66198720281,True
"(851.43338286280334, 579.46012877662201)",-0.45857377484,"(884.65948717948709, 552.16102564102562)",-0.22189110295,"(893.47058823529414, 569.60371517027863)",-0.66198720281,True
"(851.83405483405488, 579.13612313612316)",-0.456880941529,"(884.81560283687941, 552.07396149949341)",-0.217811202615,"(893.49848024316111, 569.50455927051667)",-0.663899139939,True
"(851.49341142020501, 579.25671059053195)",-0.455071124432,"(884.74256410256407, 552.10871794871787)",-0.215172342195,"(893.55384615384617, 569.55384615384617)",-0.670151158099,True
"(851.51267056530207, 579.25438596491233)",-0.455223306428,"(884.74256410256407, 552.10871794871787)",-0.215172342195,"(893.55384615384617, 569.55384615384617)",-0.670151158099,True
"(851.63649222065067, 579.27392739273921)",-0.457298041857,"(884.79360165118669, 552.0908152734778)",-0.210502345335,"(893.52905198776762, 569.52599388379201)",-0.669120347175,True
"(851.54765291607396, 579.36557610241823)",-0.458733184595,"(884.80668756530815, 552.08254963427373)",-0.20276978105,"(893.49848024316111, 569.50455927051667)",-0.663899139939,True
"(851.54765291607396, 579.36557610241823)",-0.458733184595,"(884.80668756530815, 552.08254963427373)",-0.20276978105,"(893.49848024316111, 569.50455927051667)",-0.663899139939,True
"(851.31314623338255, 579.48941408173312)",-0.458739954767,"(884.726793248945, 552.10126582278485)",-0.201116439243,"(893.42105263157896, 569.57894736842104)",-0.681912298076,True
"(851.75035063113603, 579.25619448340342)",-0.457609461736,"(884.73958333333326, 552.12187500000005)",-0.209730827703,"(893.54769230769227, 569.55999999999995)",-0.66610040977,True
"(851.68240343347634, 579.40009537434423)",-0.45997932559,"(884.73958333333326, 552.12187500000005)",-0.209730827703,"(893.54769230769227, 569.55999999999995)",-0.66610040977,True
"(851.88780260707631, 579.33054003724385)",-0.46059122202,"(884.69262720664585, 552.16303219106953)",-0.208250184742,"(893.62996031746025, 569.50892857142856)",-0.707991098665,True
"(851.84938621340882, 579.27006610009437)",-0.458153089158,"(884.69262720664585, 552.16303219106953)",-0.208250184742,"(893.59538152610435, 569.59337349397595)",-0.684454764511,True
"(851.71483071053876, 579.34525512637094)",-0.457867619014,"(884.76761303890635, 552.11146161934801)",-0.192314836175,"(893.58662613981767, 569.65653495440733)",-0.665700701903,True
"(851.60018993352321, 579.39458689458695)",-0.457465007287,"(884.93827160493822, 552.11728395061732)",-0.192134447386,"(893.53453453453449, 569.61561561561564)",-0.660505126276,True
"(851.74246704331449, 579.33333333333337)",-0.457964280231,"(884.79192546583852, 552.11801242236027)",-0.197804935636,"(893.59292929292917, 569.62929292929289)",-0.676262983243,True
"(851.67625899280574, 579.25227817745804)",-0.455604882871,"(884.79192546583852, 552.11801242236027)",-0.197804935636,"(893.54471544715432, 569.64532520325201)",-0.688074094492,True
"(851.72095238095233, 579.15476190476193)",-0.455136473922,"(884.87878787878788, 552.07575757575762)",-0.182605042249,"(893.58383838383827, 569.5181818181818)",-0.699705421344,True
"(851.68661800486609, 579.15620437956204)",-0.455666743843,"(884.82549634273767, 552.01358411703234)",-0.191799210171,"(893.6315261044175, 569.50301204819277)",-0.687868993503,True
"(851.65483234713997, 579.23422090729775)",-0.457005841274,"(884.82549634273767, 552.01358411703234)",-0.191799210171,"(893.6315261044175, 569.50301204819277)",-0.687868993503,True
"(851.6380090497737, 579.37154348919057)",-0.459473956407,"(884.88216560509557, 552.04352441613582)",-0.187368050338,"(893.6069958847736, 569.48456790123453)",-0.67061322494,True
"(851.85693430656931, 579.23309002433086)",-0.460042231785,"(884.75025799793593, 552.06604747162021)",-0.209269609755,"(893.59494949494945, 569.42020202020194)",-0.677347951142,True
"(851.86608442503643, 579.21639980591942)",-0.459780580726,"(884.75025799793593, 552.06604747162021)",-0.209269609755,"(893.59494949494945, 569.42020202020194)",-0.677347951142,True
"(852.04065040650391, 579.16116690578667)",-0.459582927341,"(884.8689024390244, 552.09451219512198)",-0.204496540636,"(893.65357502517622, 569.3846928499496)",-0.693790263726,True
"(851.52679938744257, 579.38795303726386)",-0.458092243111,"(884.80410256410255, 552.11487179487176)",-0.198316333728,"(893.66666666666663, 569.47471620227032)",-0.682092938405,True
"(851.85255474452549, 579.22335766423362)",-0.458677727138,"(884.88719512195121, 552.08231707317077)",-0.198383940611,"(893.67075664621666, 569.40184049079755)",-0.679908543644,True
"(852.04539007092194, 579.20425531914896)",-0.461755313638,"(884.93072289156623, 552.01506024096386)",-0.219295313655,"(893.51996007984019, 569.38922155688624)",-0.663811941305,True
"(851.9462517680339, 579.23102310231025)",-0.460371512924,"(884.8328141225337, 552.01038421599162)",-0.235341282754,"(893.60940695296506, 569.48159509202458)",-0.670740693204,True
"(851.84495021337125, 579.23328591749646)",-0.459030093191,"(884.8328141225337, 552.01038421599162)",-0.235341282754,"(893.58130081300806, 569.52439024390242)",-0.680978625963,True
"(851.555061728395, 579.43555555555554)",-0.459817177988,"(884.81457663451226, 552.05251875669876)",-0.204369654187,"(893.45482866043619, 569.59813084112147)",-0.689005674393,True
"(851.56092648539766, 579.38217522658613)",-0.459462756904,"(884.81457663451226, 552.05251875669876)",-0.204369654187,"(893.49230769230769, 569.51179487179479)",-0.712691652062,True
"(851.86215177713723, 579.27089337175789)",-0.460070996722,"(884.89511941848389, 552.02284527518168)",-0.225793723286,"(893.6546906187624, 569.44011976047909)",-0.690722673651,True
"(851.60969515242368, 579.41929035482258)",-0.458711059555,"(884.96875, 552.02395833333333)",-0.181174969922,"(893.69284994964744, 569.55790533736149)",-0.668651321509,True
"(851.83671497584533, 579.22415458937189)",-0.45826233269,"(884.90312500000005, 551.98333333333335)",-0.193349893169,"(893.68244575936876, 569.51183431952666)",-0.661190917827,True
"(851.83671497584533, 579.22415458937189)",-0.458604842063,"(884.90312500000005, 551.98333333333335)",-0.193349893169,"(893.64781746031736, 569.49702380952385)",-0.669354983949,True
"(851.60637767812648, 579.39362232187341)",-0.458959886524,"(884.93796004206092, 552.03575184016813)",-0.208510250912,"(893.70070070070062, 569.47947947947944)",-0.669044764809,True
"(851.53912601626007, 579.42784552845524)",-0.458705733509,"(884.96202531645565, 552.02426160337552)",-0.204151514998,"(893.78527607361968, 569.46319018404904)",-0.656810391159,True
"(851.53912601626007, 579.42784552845524)",-0.458359205687,"(884.96202531645565, 552.02426160337552)",-0.204151514998,"(893.72187499999995, 569.52708333333328)",-0.636094737924,True
"(851.92450980392152, 579.1455882352941)",-0.457213613325,"(884.90764331210187, 552.04352441613582)",-0.197950720314,"(893.71131879543088, 569.46209761163027)",-0.62924505183,True
"(851.48625687156414, 579.3858070964518)",-0.456715853885,"(884.88782051282055, 552.07905982905982)",-0.186809711115,"(893.72187499999995, 569.52708333333328)",-0.636094737924,True
"(851.56979632389459, 579.36860407352208)",-0.457143755535,"(884.88782051282055, 552.07905982905982)",-0.186809711115,"(893.57349896480321, 569.60766045548655)",-0.662014249315,True
"(851.83940242763765, 579.2759103641456)",-0.459488272944,"(884.90548780487802, 552.01524390243901)",-0.230170249128,"(893.66959921798627, 569.47702834799611)",-0.696753060411,True
"(851.71676300578031, 579.4359344894026)",-0.462242558224,"(884.93250259605395, 551.97923156801653)",-0.203034453622,"(893.59780439121744, 569.47604790419166)",-0.705305063434,True
"(851.68644476603947, 579.44331886155328)",-0.462077932906,"(884.93250259605395, 551.97923156801653)",-0.203034453622,"(893.59780439121744, 569.47604790419166)",-0.705305063434,True
"(851.65083932853702, 579.50407673860911)",-0.463790605131,"(884.88028895768832, 551.99793601651186)",-0.208609043385,"(893.66069651741293, 569.37711442786065)",-0.711020097158,True
"(851.87547348484838, 579.38162878787875)",-0.463014392162,"(884.9044652128764, 552.02596053997922)",-0.216088065764,"(893.61111111111097, 569.41414141414134)",-0.682092885232,True
"(851.76570048309168, 579.31207729468599)",-0.462168349812,"(884.84295845997963, 551.96149949341429)",-0.195129763347,"(893.55588822355276, 569.36726546906186)",-0.675634428809,True
"(851.40029985007493, 579.41579210394798)",-0.457299302966,"(884.91013584117024, 552.06060606060601)",-0.215223633241,"(893.5637860082303, 569.53292181069958)",-0.656868882639,True
"(851.40029985007493, 579.41579210394798)",-0.457299302966,"(884.91013584117024, 552.06060606060601)",-0.215223633241,"(893.5637860082303, 569.53292181069958)",-0.656868882639,True
"(851.32275931520644, 579.48086606243703)",-0.457641035429,"(884.98076923076928, 552.03098290598291)",-0.181886694164,"(893.55833333333317, 569.55208333333326)",-0.681479285445,True
"(851.50971817298341, 579.34402332361515)",-0.457432395267,"(884.9841772151899, 551.95147679324896)",-0.199477650707,"(893.6069958847736, 569.53600823045269)",-0.667557862132,True
"(851.63806706114383, 579.28846153846155)",-0.457906704465,"(884.9841772151899, 551.95147679324896)",-0.199477650707,"(893.63561076604537, 569.49275362318838)",-0.656449087793,True
"(851.5137844611528, 579.41052631578953)",-0.460359029197,"(884.97133757961785, 551.91613588110397)",-0.202301060582,"(893.67075664621666, 569.40797546012266)",-0.680987130186,True
"(851.74937717987029, 579.35625311410058)",-0.462217312502,"(884.98125000000005, 551.95000000000005)",-0.217467539437,"(893.68686868686859, 569.31212121212116)",-0.69241549326,True
"(851.76047904191614, 579.36976047904193)",-0.46262927685,"(884.98125000000005, 551.95000000000005)",-0.217467539437,"(893.60000000000002, 569.35487179487177)",-0.695550770575,True
"(851.46310432569965, 579.53027989821885)",-0.46286252313,"(885.02531645569616, 551.89767932489451)",-0.207670017558,"(893.57798165137615, 569.3985728848113)",-0.707158165727,True
"(851.63129048330825, 579.47483806676621)",-0.462860193002,"(885.06369426751587, 551.91932059447981)",-0.220377798004,"(893.65656565656559, 569.37575757575758)",-0.70348978411,True
"(852.01007194244607, 579.3693045563549)",-0.465462246226,"(884.96342737722046, 551.93834900731451)",-0.223396274314,"(893.7469512195122, 569.28556910569102)",-0.703062469746,True
"(852.01007194244607, 579.3693045563549)",-0.465462246226,"(884.96342737722046, 551.93834900731451)",-0.223396274314,"(893.7469512195122, 569.28556910569102)",-0.703062469746,True
"(851.98538011695905, 579.32358674463933)",-0.463865363044,"(884.81177707676125, 551.97896950578331)",-0.195161588981,"(893.66147455867076, 569.39667705088254)",-0.698557975825,True
"(851.78463855421683, 579.37801204819277)",-0.462594920606,"(884.93354430379748, 551.94514767932492)",-0.214299743362,"(893.66147455867076, 569.39667705088254)",-0.698557975825,True
"(851.78463855421683, 579.37801204819277)",-0.462806256464,"(884.93354430379748, 551.94514767932492)",-0.214299743362,"(893.73641025641018, 569.33948717948715)",-0.696178727213,True
"(852.18998527245947, 579.13254786450659)",-0.462073648998,"(884.825346112886, 552.00106496272622)",-0.219017107308,"(893.70552147239266, 569.33435582822085)",-0.713368845873,True
"(852.32960893854749, 579.12197392923645)",-0.463412274759,"(884.85684430512015, 551.95088819226748)",-0.207375846806,"(893.80161127895258, 569.31520644511579)",-0.690914387506,True
"(852.26064084170252, 579.01147776183643)",-0.460362494046,"(884.85684430512015, 551.95088819226748)",-0.207375846806,"(893.73496432212028, 569.34046890927618)",-0.690582084622,True
"(852.00047415836877, 579.17686107159784)",-0.46166722538,"(884.96913580246917, 551.92592592592598)",-0.203181945601,"(893.69950248756209, 569.27860696517405)",-0.692410883806,True
"(851.79263565891461, 579.26647286821708)",-0.460683080029,"(884.94135802469134, 551.94753086419757)",-0.200164058219,"(893.73995983935731, 569.31526104417662)",-0.696449907966,True
"(851.79263565891461, 579.26647286821708)",-0.460683080029,"(884.94135802469134, 551.94753086419757)",-0.200164058219,"(893.73995983935731, 569.31526104417662)",-0.696449907966,True
"(851.40199004975113, 579.52288557213933)",-0.463115846259,"(884.81100726895113, 551.94496365524401)",-0.226986959478,"(893.7458847736624, 569.27469135802471)",-0.669136896788,True
"(851.59003831417624, 579.43726053639841)",-0.462532092472,"(884.94207317073176, 551.94817073170736)",-0.210711982036,"(893.76104417670672, 569.27008032128515)",-0.683250275896,True
"(851.62776176753118, 579.43275696445721)",-0.462835759858,"(884.94207317073176, 551.94817073170736)",-0.210711982036,"(893.76104417670672, 569.27008032128515)",-0.683250275896,True
"(851.60813492063482, 579.45585317460313)",-0.464211618057,"(884.93437500000005, 551.92083333333335)",-0.208054840403,"(893.68437500000005, 569.2364583333333)",-0.697713730163,True
"(851.63728470111437, 579.44275582573448)",-0.463900266361,"(884.98742138364776, 551.92662473794542)",-0.219194817951,"(893.68437500000005, 569.2364583333333)",-0.697713730163,True
"(851.49103942652323, 579.47260624679973)",-0.462237269399,"(884.98742138364776, 551.92662473794542)",-0.219194817951,"(893.69938650306744, 569.29959100204496)",-0.715274386253,True
"(851.75505050505035, 579.23989898989896)",-0.460510602454,"(884.98014629049101, 551.90700104493203)",-0.228983658962,"(893.68297655453614, 569.29051987767582)",-0.712211388317,True
"(851.84060150375944, 579.1914786967418)",-0.459837832985,"(884.89484752891678, 551.925341745531)",-0.236518075921,"(893.6262939958591, 569.39337474120077)",-0.689951788251,True
"(852.14503441494583, 579.07964601769913)",-0.461254915917,"(884.89200415368634, 551.91173416407059)",-0.217624136054,"(893.58539094650189, 569.37551440329219)",-0.679852622009,True
"(852.25578034682076, 579.06840077071286)",-0.462277892409,"(884.89200415368634, 551.91173416407059)",-0.217624136054,"(893.70314083080029, 569.31003039513678)",-0.664962730776,True
"(852.50308202939777, 578.78520625889053)",-0.453800979467,"(885.08460754332305, 552.0254841997961)",-0.202864458917,"(893.7302564102564, 569.54461538461544)",-0.631578445336,True
"(852.16124469589818, 578.71381423856667)",-0.444943854628,"(885.0424242424242, 552.20303030303035)",-0.201175852502,"(893.67562189054718, 569.75024875621887)",-0.658497628374,True
"(852.1612138454243, 578.35798956851579)",-0.413940222608,"(885.41591137965747, 553.17019133937561)",-0.204756022961,"(893.80622489959831, 570.64056224899593)",-0.658648294355,True
"(852.27699530516429, 577.94413145539909)",-0.370078215337,"(886.27089627391729, 554.40986908358502)",-0.127720034274,"(893.73636363636365, 572.20606060606065)",-0.577357761278,True
