centre,heading,left_centre,left_angle,right_centre,right_angle,tracked
"(631.34823646299049, 625.47739692001983)",-0.121295873845,"(670.34703196347027, 611.53059360730595)",0.628225621775,"(672.26411657559197, 629.68306010928961)",-0.546804233877,True
"(632.00999999999999, 624.74619047619046)",-0.104575756033,"(670.91595845136919, 611.34655335221908)",0.627256878582,"(672.85416666666663, 629.77536231884051)",-0.518796003134,True
"(631.9731100963977, 624.42161339421614)",-0.0944386056516,"(671.65549348230911, 611.22718808193667)",0.635891755917,"(673.19753086419746, 629.95251661918326)",-0.483142383506,True
"(633.69901960784307, 623.98235294117649)",-0.0783194289181,"(672.68051434223537, 611.57467853610285)",0.617574800738,"(674.11333333333334, 630.15904761904756)",-0.488922237002,True
"(634.6849183477425, 623.71998078770412)",-0.0686621002375,"(673.61959654178679, 611.63880883765603)",0.677351032177,"(674.89014084507039, 630.3586854460093)",-0.543577592434,True
"(635.9203206034889, 623.72701555869878)",-0.0630769696425,"(674.71597633136093, 611.72879684418137)",0.690598309859,"(675.93333333333328, 630.74761904761897)",-0.466607965132,True
"(636.65131894484409, 624.01534772182254)",-0.066222708768,"(675.63846928499493, 612.01107754279951)",0.587645101207,"(676.83088954056689, 630.76930596285433)",-0.513209927428,True
"(637.71147218119143, 624.33776464795665)",-0.0715775958886,"(676.52309236947792, 612.1154618473895)",0.604176671332,"(677.95128939828078, 630.89207258834756)",-0.523086816105,True
"(639.23597589244321, 625.11914696337499)",-0.0847363877838,"(677.46646942800783, 612.20414201183428)",0.631809550134,"(678.8825214899714, 631.4192932187201)",-0.560556836729,True
"(639.7177263969171, 625.59393063583821)",-0.0895261659915,"(678.25748502994009, 612.33333333333326)",0.554034055065,"(679.73710317460313, 631.80257936507928)",-0.572568464833,True
"(640.03898635477572, 626.12524366471735)",-0.0959711668441,"(679.05329153605021, 612.58202716823405)",0.664979146977,"(680.70392749244718, 631.99798590130911)",-0.530586377908,True
"(641.08789625360225, 626.1709894332372)",-0.0877001749075,"(679.75454545454545, 612.94949494949492)",0.639667427518,"(681.42786069651731, 632.44577114427852)",-0.452245572693,True
"(641.84276729559747, 626.26280323450135)",-0.0921437687096,"(680.34670781892999, 612.84670781892999)",0.643289160357,"(682.16768916155411, 632.39468302658486)",-0.499824254685,True
"(642.42428376534792, 626.1409731696225)",-0.0866625805375,"(680.70202020202021, 613.05858585858584)",0.592806162731,"(682.39268051434215, 632.42532146389703)",-0.439572362452,True
"(643.11524334251601, 626.00091827364554)",-0.0863282316867,"(681.70438328236492, 612.79408766564723)",0.585078394773,"(683.16565656565649, 632.40202020202014)",-0.471648161275,True
"(644.01115760111577, 625.68107856810786)",-0.0815565296702,"(682.52455590386614, 612.64158829676069)",0.615736546373,"(683.92842535787315, 632.30981595092021)",-0.473235277365,True
"(645.08603667136811, 625.49130230371418)",-0.0787041996455,"(683.5548717948717, 612.55589743589735)",0.627792385223,"(684.95409181636728, 632.24850299401203)",-0.475846446438,True
"(646.44444444444434, 624.89531680440768)",-0.0653824049806,"(684.49305555555554, 612.47023809523807)",0.661094337751,"(685.88338192419826, 632.24684159378035)",-0.486867317997,True
"(647.04741980474193, 624.64853556485355)",-0.0579610301899,"(685.6313725490196, 612.53823529411761)",0.598299473752,"(686.74420946626378, 632.21651560926477)",-0.501193317511,True
"(648.30178326474618, 624.36031092821213)",-0.0526985163865,"(686.38343558282213, 612.38752556237216)",0.605286492967,"(687.58080808080808, 632.25252525252517)",-0.53824587383,True
"(648.51015697137575, 624.38688827331487)",-0.0528549500336,"(687.30010070493449, 612.33232628398787)",0.617371019416,"(688.22713864306786, 632.2881022615536)",-0.498467882455,True
"(649.97439293598234, 624.3293598233995)",-0.050806139467,"(688.05047318611992, 612.41640378548891)",0.600747055789,"(689.11730205278593, 632.31573802541538)",-0.511091032106,True
"(650.10855855855857, 624.56126126126128)",-0.0538223342907,"(688.85909568874865, 612.44479495268138)",0.62744235466,"(689.74747474747471, 632.4545454545455)",-0.491912638661,True
"(650.83333333333337, 624.86111111111109)",-0.0609869981349,"(689.34833869239003, 612.35691318327974)",0.643933932886,"(690.1487025948104, 632.61277445109772)",-0.513905963737,True
"(651.66101694915255, 624.89595103578154)",-0.0571041144938,"(689.47379454926624, 612.65513626834377)",0.553301140526,"(690.84141414141413, 632.73535353535351)",-0.549975853088,True
"(652.24651372019787, 625.23976608187127)",-0.0645910221289,"(690.21271929824559, 612.65460526315792)",0.553997314811,"(691.67276422764223, 632.81910569105685)",-0.556111049163,True
"(652.46996790463083, 625.39981659789078)",-0.0629592762945,"(690.8689024390244, 612.88414634146341)",0.554028164921,"(692.04191616766468, 633.0)",-0.617379272967,True
"(652.91215903837258, 625.42857142857144)",-0.0582503861314,"(691.64360587002091, 613.04402515723268)",0.597287918896,"(692.65303983228512, 633.23689727463307)",-0.559134731603,True
"(653.03568075117369, 625.65305164319238)",-0.0626985541341,"(691.77948717948709, 613.13743589743592)",0.598933288074,"(692.92987804878044, 633.23170731707319)",-0.503170865884,True
"(653.78367346938774, 625.88435374149662)",-0.0662322561613,"(692.44801714898176, 613.13076098606643)",0.658174076816,"(693.64182194616978, 633.42960662525877)",-0.519189552802,True
"(653.80815018315013, 625.87683150183148)",-0.0643524744134,"(692.9885057471264, 613.25600835945659)",0.598764090632,"(693.84156378600824, 633.39300411522629)",-0.517009967159,True
"(654.07749766573295, 625.9159663865546)",-0.0655874351643,"(692.9885057471264, 613.25600835945659)",0.598764090632,"(693.99484004127964, 633.39834881320951)",-0.490627261811,True
"(654.54063926940637, 626.01735159817349)",-0.0696189729965,"(693.41176470588232, 613.18782249742003)",0.628865792302,"(694.65169660678635, 633.33932135728537)",-0.492087763316,True
"(654.54063926940637, 626.01735159817349)",-0.0695802365641,"(693.59156378600824, 613.21090534979419)",0.636139281334,"(694.68353174603169, 633.30456349206338)",-0.504325099399,True
"(654.78728377746609, 625.97942964001868)",-0.0694233936377,"(693.89446185997906, 613.21212121212113)",0.596964691422,"(694.99104477611945, 633.23184079601992)",-0.478393775578,True
"(655.3048275862069, 625.96183908045975)",-0.0716408957811,"(694.21063394683028, 613.13803680981596)",0.616695790033,"(695.64451158106738, 633.0986908358509)",-0.549898439136,True
"(655.3048275862069, 625.96183908045975)",-0.0714004250596,"(694.22871794871787, 613.15589743589737)",0.612089571212,"(695.64451158106738, 633.0986908358509)",-0.549898439136,True
"(655.39063992359115, 626.0353390639923)",-0.0720839287434,"(694.46081504702192, 613.15882967607104)",0.595635102031,"(695.89054726368158, 633.16616915422878)",-0.523050763182,True
"(655.84767277856133, 626.06346967559944)",-0.0718727085365,"(694.87100103199168, 613.22807017543857)",0.642331508917,"(696.16410256410245, 633.18666666666661)",-0.559917763414,True
"(655.92088014981266, 626.06975655430711)",-0.0723707832111,"(695.00317460317456, 613.2116402116402)",0.651751570345,"(696.40063091482648, 633.15983175604629)",-0.617235612898,True
"(656.23158914728674, 626.18313953488371)",-0.0754616060374,"(695.09463722397481, 613.24185068349107)",0.636373489961,"(696.54489164086692, 633.13828689370484)",-0.575238969932,True
"(656.40520984081047, 626.23926676314522)",-0.0772085852358,"(695.30134158926728, 613.22497420020636)",0.628591987678,"(696.85174129353231, 633.11542288557212)",-0.550849398488,True
"(656.40520984081047, 626.23926676314522)",-0.0772085852358,"(695.30134158926728, 613.22497420020636)",0.628591987678,"(696.85174129353231, 633.11542288557212)",-0.550849398488,True
"(656.29074889867843, 626.33088595203128)",-0.0766762258116,"(695.51449275362313, 613.30227743271212)",0.578376422695,"(697.04907975460128, 633.21472392638032)",-0.562537315074,True
"(656.58357211079272, 626.39350525310408)",-0.075794041574,"(695.89895833333333, 613.39479166666661)",0.588953701196,"(697.17321248741177, 633.32426988922452)",-0.553282759634,True
"(656.66043165467624, 626.39040767386086)",-0.0758623383305,"(695.89895833333333, 613.39479166666661)",0.588953701196,"(697.17321248741177, 633.32426988922452)",-0.553282759634,True
"(656.88185654008441, 626.52414439756205)",-0.0740604208269,"(696.17034700315457, 613.67297581493153)",0.591557224386,"(697.38855421686742, 633.45481927710841)",-0.574012104132,True
"(657.08779342723005, 626.64084507042253)",-0.0732221823549,"(696.32694355697549, 613.75186368477102)",0.594611497047,"(697.61576846307378, 633.67864271457086)",-0.532535216145,True
"(657.08779342723005, 626.64084507042253)",-0.0732221823549,"(696.32694355697549, 613.75186368477102)",0.594611497047,"(697.61576846307378, 633.67864271457086)",-0.532535216145,True
"(657.17048710601716, 626.6757402101241)",-0.0721104957994,"(696.40681576144834, 613.78061767838119)",0.621252642259,"(697.75353535353531, 633.80505050505053)",-0.5575460519,True
"(657.36862184072481, 626.72722937529807)",-0.0702573180887,"(696.61625514403295, 613.98148148148152)",0.601015821306,"(697.83282364933734, 633.8634046890927)",-0.5461885699,True
"(657.36862184072481, 626.72722937529807)",-0.069345480565,"(696.61625514403295, 613.98148148148152)",0.601015821306,"(697.81671701913388, 633.93756294058403)",-0.564452253966,True
"(657.52526657394526, 626.73759851645798)",-0.0671469561961,"(696.79736575481252, 614.1327254305977)",0.603845780509,"(697.87134502923982, 633.98830409356731)",-0.554600743171,True
"(657.51683748169842, 626.77110785749142)",-0.0671105279968,"(696.87100103199168, 614.22807017543857)",0.642331508914,"(698.02579365079362, 633.94642857142856)",-0.550972642848,True
"(657.56975036710719, 626.76456191874684)",-0.0670145247728,"(696.91179487179477, 614.22051282051279)",0.627440706229,"(698.11372549019609, 633.94705882352946)",-0.524378368123,True
"(657.42496285289747, 626.73501733531441)",-0.0621430652108,"(697.1247379454926, 614.37526205450729)",0.647443447244,"(698.16067864271452, 634.08982035928148)",-0.530015658801,True
"(657.70731707317077, 626.81013868962214)",-0.0638930408185,"(697.19418483904462, 614.38629283489092)",0.624539485194,"(698.29540918163673, 634.11077844311376)",-0.494133688834,True
"(657.68041725936462, 626.88572783309621)",-0.0657290413489,"(697.19418483904462, 614.38629283489092)",0.624539485194,"(698.29540918163673, 634.11077844311376)",-0.494133688834,True
"(657.68278805120906, 626.89710763394964)",-0.0630492295602,"(697.26272066458978, 614.46105919003116)",0.608627852335,"(698.40202020202014, 634.26363636363635)",-0.515051095528,True
"(657.69962335216564, 627.01318267419958)",-0.0649583132364,"(697.40125391849529, 614.55381400208978)",0.585249300046,"(698.42487562189046, 634.24079601990047)",-0.50969081778,True
"(657.7290167865707, 627.00239808153469)",-0.0627312524847,"(697.4613003095975, 614.60577915376678)",0.585682905844,"(698.51506024096386, 634.34136546184732)",-0.51272472034,True
"(657.87287724405621, 626.98884036875302)",-0.062062285065,"(697.47040498442368, 614.65005192107992)",0.567439392014,"(698.51506024096386, 634.34136546184732)",-0.51272472034,True
"(658.02370791844476, 627.02560455192031)",-0.0599405992367,"(697.58799171842645, 614.80124223602479)",0.533631345019,"(698.57225433526014, 634.44219653179186)",-0.517009106141,True
"(658.02370791844476, 627.02560455192031)",-0.0595014934219,"(697.58799171842645, 614.80124223602479)",0.533631345019,"(698.580459770115, 634.47701149425291)",-0.523249154472,True
"(658.05050505050508, 627.0894660894661)",-0.0595534800904,"(697.68333333333328, 614.84687499999995)",0.575439421825,"(698.67058823529408, 634.54705882352937)",-0.527625290201,True
"(658.12921348314603, 627.14279026217218)",-0.0600042165575,"(697.68106995884773, 614.91666666666663)",0.589569901614,"(698.68154761904759, 634.55654761904759)",-0.513549838335,True
"(658.12921348314603, 627.14279026217218)",-0.0595005177416,"(697.68106995884773, 614.91666666666663)",0.589569901614,"(698.67159763313612, 634.59763313609471)",-0.530270145074,True
"(658.10138689622181, 627.16212338593971)",-0.0597602412561,"(697.7439916405433, 614.85997910135836)",0.574946572525,"(698.72791164658634, 634.66164658634534)",-0.529633658389,True
"(658.2447318007662, 627.20258620689651)",-0.0592741544498,"(697.93437500000005, 614.91250000000002)",0.572368313875,"(698.77171717171711, 634.73232323232321)",-0.570071769508,True
"(658.49088359046289, 627.21645628798501)",-0.0577554796469,"(697.89759036144574, 615.01506024096386)",0.601127736735,"(698.86152324431248, 634.80514342235404)",-0.551683912245,True
"(658.49088359046289, 627.21645628798501)",-0.0577554796469,"(697.89759036144574, 615.01506024096386)",0.601127736735,"(698.86152324431248, 634.80514342235404)",-0.551683912245,True
"(658.4517356157869, 627.26295767950546)",-0.0557883869718,"(698.05747126436779, 615.12434691745034)",0.567055450033,"(699.00199600798396, 634.92514970059881)",-0.551022935703,True
"(658.4517356157869, 627.26295767950546)",-0.0557017627705,"(698.01051524710829, 615.1251314405888)",0.584124399348,"(698.95180722891564, 634.93674698795178)",-0.564864734794,True
"(658.48655139289144, 627.31940441882796)",-0.0563789436538,"(698.01985370950877, 615.18704284221519)",0.60317759723,"(698.95180722891564, 634.93674698795178)",-0.564864734794,True
"(658.5429505135387, 627.34407096171799)",-0.0567639056112,"(698.05224660397073, 615.19331243469173)",0.595072331797,"(698.91420118343194, 634.95562130177518)",-0.559862085968,True
"(658.5429505135387, 627.34407096171799)",-0.0570328604948,"(698.05224660397073, 615.19331243469173)",0.595072331797,"(698.95833333333337, 634.93154761904759)",-0.562696081628,True
"(658.70984215413182, 627.336583101207)",-0.0561447868758,"(698.21913580246917, 615.18930041152259)",0.586363466359,"(699.03118908382066, 634.99707602339186)",-0.546458457634,True
"(658.74284395198515, 627.45937211449666)",-0.0578511183795,"(698.33031218529698, 615.33131923464248)",0.607880073356,"(699.0626204238921, 634.95953757225436)",-0.531738672015,True
"(658.58297048863085, 627.44460570875663)",-0.0566890955137,"(698.36760124610589, 615.3115264797508)",0.621706421377,"(699.03535353535347, 635.0242424242424)",-0.543444560434,True
"(658.58297048863085, 627.44460570875663)",-0.0562045999517,"(698.36760124610589, 615.3115264797508)",0.621706421377,"(699.03514056224901, 635.06325301204822)",-0.555510938812,True
"(658.64255319148936, 627.44680851063833)",-0.0555416572857,"(698.31765935214207, 615.33855799373043)",0.624453344883,"(699.09607843137258, 635.10000000000002)",-0.508976150224,True
"(658.6862464183381, 627.4890162368672)",-0.0544865091664,"(698.36154649947753, 615.50679205851611)",0.635566380629,"(699.00301204819277, 635.10843373493981)",-0.571661044062,True
"(658.6862464183381, 627.4890162368672)",-0.0544865091664,"(698.36154649947753, 615.50679205851611)",0.635566380629,"(699.00301204819277, 635.10843373493981)",-0.571661044062,True
"(658.79345320424159, 627.55647763946513)",-0.0547290595688,"(698.26871794871784, 615.57435897435892)",0.598422159359,"(698.98615232443115, 635.17408506429274)",-0.571417774873,True
"(658.79281767955797, 627.58517495395938)",-0.0575345104572,"(698.32167152575312, 615.55587949465496)",0.628892658764,"(699.04347826086962, 635.01932367149755)",-0.551143713605,True
"(658.79889807162533, 627.57116620752981)",-0.056751154281,"(698.32167152575312, 615.55587949465496)",0.628892658764,"(699.00864553314125, 635.05667627281457)",-0.563410320768,True
"(658.76183908045971, 627.70988505747118)",-0.061677962897,"(698.07661691542285, 615.57213930348257)",0.667193388086,"(699.01340996168585, 634.93390804597698)",-0.562511456328,True
"(658.79621749408977, 627.64066193853421)",-0.0621072809046,"(698.0411764705882, 615.40588235294115)",0.677761782635,"(699.01340996168585, 634.93390804597698)",-0.562511456328,True
"(658.7737260402057, 627.50116877045343)",-0.0671113820796,"(697.78778778778769, 615.10110110110111)",0.584664162891,"(698.73352165725044, 634.59322033898309)",-0.616816285355,True
"(658.67455896007425, 627.48792943361184)",-0.0746756803462,"(697.627744510978, 614.79241516966067)",0.567403537772,"(698.59176029962543, 634.28277153558054)",-0.630664040544,True
"(658.64583333333326, 627.325634057971)",-0.0848572590879,"(697.35843373493981, 614.22690763052208)",0.611764258619,"(698.66858237547888, 633.72701149425291)",-0.611973444294,True
"(658.39479905437349, 627.04208037825049)",-0.0870813291408,"(697.09117647058827, 613.88333333333333)",0.607500213047,"(698.51690821256034, 633.31980676328499)",-0.649101536038,True
"(658.10586552217455, 626.86599904625655)",-0.0944766099227,"(697.14760508308893, 613.42228739002928)",0.549723129487,"(698.64607843137253, 632.76862745098038)",-0.633183117373,True
"(658.84249084249086, 626.77472527472526)",-0.0968374732512,"(697.31826741996235, 613.36723163841805)",0.555766040163,"(698.79885057471267, 632.56321839080465)",-0.652035506972,True
"(659.39871970736158, 626.43621399176959)",-0.0936482127281,"(697.55131964809379, 613.16520039100681)",0.597396518808,"(699.08500477554912, 632.3963705826169)",-0.685317596414,True
"(659.68202979515831, 626.22765363128497)",-0.0965449399577,"(697.94931773879136, 612.807992202729)",0.55793546855,"(699.71802325581393, 632.06395348837214)",-0.723229988448,True
"(660.13647170708509, 626.09272467902997)",-0.0933017190171,"(698.251872659176, 612.90543071161039)",0.504641136377,"(699.96007428040855, 631.98700092850504)",-0.706180766739,True
"(660.42595419847328, 625.9567430025445)",-0.0987924357905,"(698.68431372549014, 612.53431372549016)",0.489457646797,"(700.59619047619049, 631.60571428571427)",-0.690474271784,True
"(661.14341654429757, 625.8996573666177)",-0.103468849849,"(699.16088631984587, 612.36801541425814)",0.455137313557,"(700.97558685446006, 631.34741784037556)",-0.673424479669,True
"(661.442581300813, 626.19817073170736)",-0.111062886262,"(699.4808259587021, 612.3421828908555)",0.465670769655,"(701.45629202689713, 631.34966378482227)",-0.70651981523,True
"(662.63448607108546, 626.0744476464937)",-0.110999613306,"(700.36111111111109, 612.29265873015868)",0.523698057903,"(702.17294685990339, 631.24444444444441)",-0.703308990041,True
"(663.39296187683283, 626.19159335288361)",-0.1212213858,"(700.74761904761897, 612.2180952380952)",0.496517956813,"(702.73370577281185, 630.82216014897574)",-0.641764643484,True
"(664.15335305719918, 626.05769230769226)",-0.119515246326,"(701.47164179104482, 612.10945273631842)",0.496251712139,"(703.42521994134893, 630.80840664711627)",-0.645177363608,True
"(664.14125122189637, 626.09921798631467)",-0.125518488526,"(701.72463768115938, 611.83285024154588)",0.433568868786,"(704.03735632183907, 630.58908045977012)",-0.653855870625,True
"(664.26556224899593, 625.84738955823286)",-0.128858397563,"(702.16129032258061, 611.26295210166177)",0.479976781433,"(704.22995169082117, 630.34299516908209)",-0.732176225544,True
"(664.66717479674787, 625.59095528455282)",-0.124505567025,"(702.27953890489914, 611.30739673390963)",0.469413748095,"(704.58834765998085, 630.17096466093597)",-0.74518226975,True
"(664.60291164658634, 625.35341365461841)",-0.130789811379,"(702.55891238670699, 610.77744209466255)",0.461496012154,"(704.80459770114942, 629.64846743295016)",-0.696531083674,True
"(665.18978805394988, 624.98651252408467)",-0.13623447246,"(702.79313725490192, 610.12352941176471)",0.477514426481,"(705.00857142857137, 629.23619047619047)",-0.751708493673,True
"(665.53571428571433, 624.75952380952378)",-0.132208664884,"(702.79313725490192, 610.12352941176471)",0.477514426481,"(705.16328502415456, 629.17101449275367)",-0.759941336891,True
"(665.60009442870626, 624.66383380547677)",-0.141009246003,"(703.02160493827159, 609.57716049382714)",0.45282955446,"(705.61767531219971, 628.75792507204608)",-0.657123210651,True
"(666.08170844939639, 624.29480037140195)",-0.144111273099,"(703.50100401606414, 608.99799196787137)",0.456925751872,"(706.17675312199799, 628.34293948126799)",-0.649500140442,True
"(666.93059490084988, 624.15391879131255)",-0.148112111238,"(703.79979979979976, 608.74574574574569)",0.478675215957,"(706.42608695652177, 628.16811594202898)",-0.734129040251,True
"(666.48973607038124, 624.05718475073309)",-0.147811479637,"(703.99179487179481, 608.60512820512815)",0.476489642739,"(707.06764705882358, 627.88333333333333)",-0.684963882554,True
"(666.9630170316301, 624.06666666666661)",-0.157975109877,"(704.55657492354737, 608.13965341488279)",0.449550431612,"(707.50537634408602, 627.54643206256105)",-0.706506641353,True
"(667.32950191570876, 623.99808429118764)",-0.16180004649,"(704.70020325203245, 607.93292682926824)",0.459117356273,"(707.69776482021371, 627.37414965986386)",-0.711430741809,True
"(668.0699530516431, 623.98544600938965)",-0.162307380284,"(705.15235173824124, 607.90797546012266)",0.449204670445,"(708.35750251762329, 627.39375629405833)",-0.785555460117,True
"(668.76666666666665, 623.89530516431921)",-0.163052037207,"(705.9463019250253, 607.74569402228974)",0.460008565288,"(708.91980676328501, 627.32270531400957)",-0.72574417453,True
"(669.74094452086194, 623.93351673544237)",-0.169163031204,"(706.35610766045545, 607.68840579710138)",0.510589261592,"(709.48530901722393, 627.13677811550156)",-0.812521148618,True
"(669.51238095238091, 623.79809523809513)",-0.164512153056,"(706.93645833333335, 607.51250000000005)",0.490447895581,"(710.0893574297188, 627.13453815261039)",-0.775970596478,True
"(670.26451310861421, 623.73548689138568)",-0.166404081604,"(707.62008281573492, 607.4503105590062)",0.472391856339,"(710.66368159203978, 626.96119402985073)",-0.707137564475,True
"(670.42823418319165, 623.666194523135)",-0.166718601312,"(707.762781186094, 607.23415132924333)",0.479261539375,"(710.83333333333337, 627.01616161616153)",-0.701770148713,True
"(670.77192982456143, 623.42659279778388)",-0.167337747543,"(708.03003003003005, 607.00200200200197)",0.471172333186,"(711.24090462143556, 626.72173058013766)",-0.687472958286,True
"(671.59889349930847, 623.02028584601192)",-0.163002783895,"(708.48568507157461, 606.74642126789365)",0.486337717838,"(711.54812563323196, 626.65754812563318)",-0.715781208221,True
"(671.59889349930847, 623.02028584601192)",-0.165232769786,"(708.60895522388057, 606.62288557213924)",0.437972511399,"(711.51751751751749, 626.58958958958954)",-0.728796630656,True
"(671.30915853091585, 622.85913528591357)",-0.164755712103,"(708.81799591002039, 606.49693251533745)",0.452586730216,"(711.82487562189044, 626.24875621890544)",-0.746101242448,True
"(671.57213930348257, 622.53188602442333)",-0.163273775351,"(709.01025641025637, 606.26256410256406)",0.452613759611,"(712.0281827016521, 625.96890184645281)",-0.765381269806,True
"(671.57213930348257, 622.53188602442333)",-0.164897800529,"(709.00100100100099, 606.13413413413411)",0.487241503874,"(712.0281827016521, 625.96890184645281)",-0.765381269806,True
"(671.82209995414939, 622.33333333333326)",-0.169936092643,"(709.00412796697617, 605.86480908152726)",0.470803407978,"(712.30120481927713, 625.47590361445782)",-0.768613780146,True
"(672.08274894810654, 622.14913510986435)",-0.17323538086,"(709.30997876857748, 605.46815286624201)",0.478267502059,"(712.5272727272727, 625.23838383838381)",-0.809239576757,True
"(672.08274894810654, 622.14913510986435)",-0.173343917391,"(709.43541666666658, 605.4375)",0.429671322225,"(712.5272727272727, 625.23838383838381)",-0.809239576757,True
"(672.33140376266283, 622.07042932947411)",-0.175857234966,"(709.5207667731629, 605.34291799787002)",0.449887401824,"(712.75794871794869, 625.00615384615389)",-0.749610430272,True
"(672.87129629629624, 621.86018518518517)",-0.179585248706,"(709.60815047021947, 604.96133751306161)",0.477826814661,"(713.0, 624.80477673935616)",-0.736175885474,True
"(672.87129629629624, 621.86018518518517)",-0.179565255172,"(709.65299684542583, 604.95478443743423)",0.494280898887,"(713.0, 624.80477673935616)",-0.736175885474,True
"(672.72230147408459, 621.9010936757013)",-0.184074956299,"(709.79050567595448, 604.79360165118669)",0.47931385096,"(713.30256410256402, 624.55179487179487)",-0.7558864585,True
"(673.05128205128199, 621.94368131868134)",-0.187885612491,"(709.97896950578331, 604.67718191377492)",0.455357976824,"(713.46446446446441, 624.50550550550543)",-0.776547835013,True
"(673.05128205128199, 621.94368131868134)",-0.187885612491,"(709.97896950578331, 604.67718191377492)",0.455357976824,"(713.46446446446441, 624.50550550550543)",-0.776547835013,True
"(673.26555246053852, 621.98514391829156)",-0.191137165058,"(710.16398713826368, 604.65487674169344)",0.517748906958,"(713.86529006882984, 624.31956735496556)",-0.723782002756,True
"(673.24208566108007, 621.89245810055866)",-0.187630198252,"(710.54205607476638, 604.67808930425747)",0.460666071973,"(714.04326450344149, 624.27826941986223)",-0.729341781904,True
"(673.21352657004832, 621.93381642512077)",-0.189070915489,"(710.37393162393164, 604.63141025641028)",0.508343890953,"(714.09452736318406, 624.30248756218896)",-0.729961326796,True
"(673.41666666666663, 621.90147058823527)",-0.189120933662,"(710.60721868365181, 604.61146496815286)",0.431382820258,"(714.25333333333333, 624.25641025641016)",-0.742295589759,True
"(673.7741007194245, 621.8748201438849)",-0.189416509747,"(710.69270833333326, 604.55624999999998)",0.440928117835,"(714.30753353973159, 624.34468524251804)",-0.766404914338,True
"(673.83145539906104, 621.83239436619715)",-0.188854050995,"(710.75205761316874, 604.6358024691358)",0.456502892979,"(714.22389558232931, 624.25200803212851)",-0.757632078373,True
"(673.60574541852395, 621.87122337790981)",-0.188526080669,"(710.85090521831728, 604.5835995740149)",0.471702920079,"(714.43636363636358, 624.26262626262621)",-0.757713779806,True
"(673.62567105905316, 621.87066861883841)",-0.189559532852,"(710.92004153686389, 604.57217030114225)",0.431031860959,"(714.52769385699901, 624.16616314199393)",-0.752656666254,True
"(673.75074183976267, 621.85905044510389)",-0.189080177136,"(711.10862619808302, 604.59957401490942)",0.481344720876,"(714.52769385699901, 624.16616314199393)",-0.752656666254,True
"(673.79742446755813, 621.88459633481921)",-0.19056446048,"(711.16559139784943, 604.56881720430101)",0.50704733841,"(714.592252803262, 624.12232415902145)",-0.75436887176,True
"(674.10822510822516, 621.82010582010582)",-0.18878014099,"(711.32275132275129, 604.62433862433863)",0.504182101325,"(714.72652218782241, 624.14551083591334)",-0.808837681536,True
"(673.81818181818187, 621.87781036168133)",-0.188836498958,"(711.32275132275129, 604.62433862433863)",0.504182101325,"(714.72652218782241, 624.14551083591334)",-0.808837681536,True
"(674.26524822695035, 621.77872340425529)",-0.188555586098,"(711.39978902953578, 604.5791139240506)",0.473597013195,"(714.81845238095241, 624.15376984126976)",-0.730956437152,True
"(674.24302600472811, 621.73333333333335)",-0.188211560861,"(711.50102880658426, 604.56481481481478)",0.436975023142,"(714.85416666666663, 624.07043650793651)",-0.721690261661,True
"(673.86336336336342, 621.80180180180184)",-0.188504062607,"(711.49841269841272, 604.51534391534381)",0.432358927684,"(714.86746987951813, 624.08634538152603)",-0.723619488591,True
"(674.20472813238769, 621.71111111111111)",-0.18802686208,"(711.52647975077878, 604.51505711318794)",0.438199129676,"(714.98203592814366, 624.0469061876247)",-0.734497729656,True
"(674.01289398280801, 621.69054441260744)",-0.187051364576,"(711.54646464646464, 604.4787878787879)",0.400312485276,"(715.1710654936461, 624.00879765395894)",-0.768893411987,True
"(674.13728323699422, 621.68641618497111)",-0.187276920436,"(711.66563467492256, 604.4406604747162)",0.422443253625,"(715.18977384464108, 624.04129793510322)",-0.762874459338,True
"(674.00924574209239, 621.79026763990259)",-0.189225279255,"(711.66563467492256, 604.4406604747162)",0.422443253625,"(715.18977384464108, 624.04129793510322)",-0.762874459338,True
"(674.13353413654613, 621.72740963855426)",-0.18907851366,"(711.71028037383178, 604.43094496365518)",0.441361696961,"(715.23967774420942, 623.96676737160124)",-0.724127189035,True
"(674.2852897473997, 621.71272907379887)",-0.189864977091,"(711.71826625386996, 604.39422084623322)",0.447417167827,"(715.23967774420942, 623.96676737160124)",-0.724127189035,True
"(674.37204910292724, 621.72001888574118)",-0.19040541763,"(711.69222903885475, 604.38343558282213)",0.458181619108,"(715.32443125618192, 623.97032640949556)",-0.761274723572,True
"(674.4731182795698, 621.72922776148584)",-0.191065781225,"(711.73373983739839, 604.41158536585363)",0.46429868023,"(715.36969696969697, 623.92929292929296)",-0.742380278809,True
"(674.59212376933897, 621.71964369432715)",-0.190978611319,"(711.82520325203245, 604.46036585365857)",0.458736362051,"(715.41925465838506, 623.88716356107659)",-0.727182595575,True
"(674.59212376933897, 621.71964369432715)",-0.190978611319,"(711.82520325203245, 604.46036585365857)",0.458736362051,"(715.41925465838506, 623.88716356107659)",-0.727182595575,True
"(674.51595006934815, 621.75681923254729)",-0.191185201487,"(711.78080808080801, 604.469696969697)",0.440834323648,"(715.44169246646027, 623.91021671826627)",-0.740866546246,True
"(674.57216014897574, 621.73789571694601)",-0.191946598538,"(711.76117886178861, 604.39735772357722)",0.478548624662,"(715.46603970741899, 623.90386624869382)",-0.710116117568,True
